#        X=           Y=           S=           P=           U=           V=         Vel=           T=         mut=         hcv=          Ax=          Ay=       Yplus=
 4.8826E-02  -2.4175E-02  -5.7309E-02   2.6726E+02   6.1009E+01  -1.2971E+01   6.2372E+01   2.6443E+02   4.3499E-04   2.6802E+02   1.6030E+01  -2.9576E+00   6.3858E+01
 4.5596E-02  -2.3560E-02  -5.4021E-02   3.3704E+02   6.0827E+01  -1.3777E+01   6.2368E+01   2.6431E+02   4.3291E-04   2.7076E+02   1.5936E+01  -3.1337E+00   6.3604E+01
 4.2532E-02  -2.2938E-02  -5.0895E-02   4.0770E+02   6.0581E+01  -1.4582E+01   6.2311E+01   2.6419E+02   4.3030E-04   2.7323E+02   1.5811E+01  -3.3061E+00   6.3281E+01
 3.9628E-02  -2.2313E-02  -4.7924E-02   4.7949E+02   6.0270E+01  -1.5399E+01   6.2206E+01   2.6407E+02   4.2707E-04   2.7540E+02   1.5654E+01  -3.4770E+00   6.2872E+01
 3.6877E-02  -2.1684E-02  -4.5102E-02   5.5934E+02   5.9859E+01  -1.6226E+01   6.2020E+01   2.6396E+02   4.2301E-04   2.7714E+02   1.5450E+01  -3.6462E+00   6.2351E+01
 3.4273E-02  -2.1051E-02  -4.2422E-02   6.4234E+02   5.9343E+01  -1.7037E+01   6.1741E+01   2.6384E+02   4.1818E-04   2.7837E+02   1.5198E+01  -3.8072E+00   6.1725E+01
 3.1811E-02  -2.0416E-02  -3.9879E-02   7.2793E+02   5.8733E+01  -1.7840E+01   6.1383E+01   2.6372E+02   4.1243E-04   2.7903E+02   1.4900E+01  -3.9567E+00   6.0974E+01
 2.9483E-02  -1.9780E-02  -3.7466E-02   8.1812E+02   5.8011E+01  -1.8634E+01   6.0930E+01   2.6361E+02   4.0558E-04   2.7899E+02   1.4548E+01  -4.0961E+00   6.0077E+01
 2.7285E-02  -1.9143E-02  -3.5177E-02   9.1877E+02   5.7145E+01  -1.9401E+01   6.0348E+01   2.6350E+02   3.9746E-04   2.7812E+02   1.4130E+01  -4.2189E+00   5.9011E+01
 2.5210E-02  -1.8506E-02  -3.3007E-02   1.0230E+03   5.6149E+01  -2.0114E+01   5.9643E+01   2.6340E+02   3.8816E-04   2.7642E+02   1.3655E+01  -4.3164E+00   5.7789E+01
 2.3254E-02  -1.7870E-02  -3.0950E-02   1.1314E+03   5.5043E+01  -2.0789E+01   5.8838E+01   2.6330E+02   3.7726E-04   2.7371E+02   1.3123E+01  -4.3851E+00   5.6361E+01
 2.1411E-02  -1.7237E-02  -2.9001E-02   1.2427E+03   5.3829E+01  -2.1424E+01   5.7935E+01   2.6320E+02   3.6434E-04   2.6979E+02   1.2529E+01  -4.4235E+00   5.4684E+01
 1.9675E-02  -1.6608E-02  -2.7155E-02   1.3562E+03   5.2499E+01  -2.2018E+01   5.6929E+01   2.6311E+02   3.4889E-04   2.6438E+02   1.1866E+01  -4.4268E+00   5.2698E+01
 1.8042E-02  -1.5983E-02  -2.5406E-02   1.4754E+03   5.1032E+01  -2.2565E+01   5.5799E+01   2.6302E+02   3.3026E-04   2.5720E+02   1.1123E+01  -4.3910E+00   5.0350E+01
 1.6508E-02  -1.5360E-02  -2.3750E-02   1.6011E+03   4.9406E+01  -2.3036E+01   5.4512E+01   2.6294E+02   3.0823E-04   2.4816E+02   1.0302E+01  -4.3087E+00   4.7640E+01
 1.5068E-02  -1.4741E-02  -2.2183E-02   1.7314E+03   4.7621E+01  -2.3411E+01   5.3065E+01   2.6287E+02   2.8279E-04   2.3751E+02   9.4257E+00  -4.1790E+00   4.4637E+01
 1.3719E-02  -1.4125E-02  -2.0700E-02   1.8689E+03   4.5666E+01  -2.3677E+01   5.1440E+01   2.6280E+02   2.5431E-04   2.2575E+02   8.5220E+00  -4.0096E+00   4.1464E+01
 1.2456E-02  -1.3514E-02  -1.9296E-02   2.0133E+03   4.3543E+01  -2.3803E+01   4.9624E+01   2.6274E+02   2.2371E-04   2.1382E+02   7.6351E+00  -3.8146E+00   3.8344E+01
 1.1275E-02  -1.2907E-02  -1.7969E-02   2.1595E+03   4.1274E+01  -2.3777E+01   4.7633E+01   2.6268E+02   1.9217E-04   2.0286E+02   6.8135E+00  -3.6133E+00   3.5519E+01
 1.0173E-02  -1.2305E-02  -1.6713E-02   2.3092E+03   3.8864E+01  -2.3599E+01   4.5468E+01   2.6263E+02   1.6104E-04   1.9361E+02   6.0767E+00  -3.4238E+00   3.3128E+01
 9.1457E-03  -1.1710E-02  -1.5525E-02   2.4629E+03   3.6305E+01  -2.3241E+01   4.3107E+01   2.6259E+02   1.3107E-04   1.8640E+02   5.4237E+00  -3.2511E+00   3.1233E+01
 8.1903E-03  -1.1120E-02  -1.4403E-02   2.6162E+03   3.3615E+01  -2.2684E+01   4.0553E+01   2.6255E+02   1.0434E-04   1.8067E+02   4.8303E+00  -3.0837E+00   2.9700E+01
 7.3037E-03  -1.0537E-02  -1.3341E-02   2.7715E+03   3.0794E+01  -2.1909E+01   3.7792E+01   2.6251E+02   8.0327E-05   1.7584E+02   4.2709E+00  -2.9100E+00   2.8382E+01
 6.4829E-03  -9.9604E-03  -1.2338E-02   2.9240E+03   2.7856E+01  -2.0882E+01   3.4814E+01   2.6247E+02   6.1330E-05   1.7115E+02   3.7236E+00  -2.7132E+00   2.7100E+01
 5.7251E-03  -9.3910E-03  -1.1390E-02   3.0736E+03   2.4813E+01  -1.9581E+01   3.1609E+01   2.6244E+02   4.5616E-05   1.6623E+02   3.1819E+00  -2.4859E+00   2.5751E+01
 5.0280E-03  -8.8286E-03  -1.0494E-02   3.2186E+03   2.1670E+01  -1.7961E+01   2.8146E+01   2.6240E+02   3.3852E-05   1.6072E+02   2.6417E+00  -2.2224E+00   2.4253E+01
 4.3900E-03  -8.2728E-03  -9.6481E-03   3.3560E+03   1.8464E+01  -1.5976E+01   2.4416E+01   2.6238E+02   2.5380E-05   1.5439E+02   2.1105E+00  -1.9190E+00   2.2554E+01
 3.8086E-03  -7.7243E-03  -8.8486E-03   3.4792E+03   1.5256E+01  -1.3606E+01   2.0442E+01   2.6235E+02   1.7642E-05   1.4728E+02   1.6052E+00  -1.5794E+00   2.0607E+01
 3.2800E-03  -7.1851E-03  -8.0934E-03   3.5859E+03   1.2086E+01  -1.0837E+01   1.6233E+01   2.6233E+02   1.3664E-05   1.3971E+02   1.1399E+00  -1.2146E+00   1.8318E+01
 2.8012E-03  -6.6566E-03  -7.3802E-03   3.6736E+03   8.9931E+00  -7.6410E+00   1.1801E+01   2.6230E+02   7.1717E-06   1.3222E+02   7.2609E-01  -8.4110E-01   1.5532E+01
 2.3709E-03  -6.1387E-03  -6.7066E-03   3.7350E+03   6.0941E+00  -4.0698E+00   7.3281E+00   2.6228E+02   5.9356E-06   1.2071E+02   3.7700E-01  -4.7693E-01   1.1992E+01
 1.9858E-03  -5.6326E-03  -6.0706E-03   3.7623E+03   3.5496E+00  -3.6751E-01   3.5686E+00   2.6227E+02   6.0824E-07   1.1265E+02   1.0771E-01  -1.4946E-01   6.9840E+00
 1.6441E-03  -5.1390E-03  -5.4700E-03   3.7636E+03   1.2763E+00   3.2565E+00   3.4977E+00   2.6226E+02   1.3091E-06   1.1356E+02  -8.8095E-02   1.3529E-01   6.4506E+00
 1.3453E-03  -4.6573E-03  -4.9031E-03   3.7387E+03  -1.0373E+00   7.2761E+00   7.3497E+00   2.6226E+02   3.5113E-06   1.2130E+02  -3.0067E-01   5.1426E-01   1.1785E+01
 1.0844E-03  -4.1901E-03  -4.3678E-03   3.6749E+03  -3.1628E+00   1.1767E+01   1.2185E+01   2.6226E+02   1.0113E-05   1.3510E+02  -5.3364E-01   1.0227E+00   1.5556E+01
 8.6027E-04  -3.7376E-03  -3.8626E-03   3.5716E+03  -4.8965E+00   1.6520E+01   1.7231E+01   2.6226E+02   1.5852E-05   1.4480E+02  -7.5796E-01   1.6468E+00   1.8596E+01
 6.7061E-04  -3.3001E-03  -3.3857E-03   3.4362E+03  -6.1689E+00   2.1364E+01   2.2237E+01   2.6226E+02   2.3533E-05   1.5490E+02  -9.5174E-01   2.3679E+00   2.1156E+01
 5.1213E-04  -2.8790E-03  -2.9355E-03   3.2691E+03  -6.9769E+00   2.6196E+01   2.7109E+01   2.6227E+02   3.0622E-05   1.6452E+02  -1.0937E+00   3.1573E+00   2.3372E+01
 3.8310E-04  -2.4744E-03  -2.5107E-03   3.0783E+03  -7.3524E+00   3.0922E+01   3.1784E+01   2.6227E+02   3.8637E-05   1.7324E+02  -1.1758E+00   3.9848E+00   2.5323E+01
 2.7807E-04  -2.0876E-03  -2.1099E-03   2.8676E+03  -7.3420E+00   3.5509E+01   3.6261E+01   2.6227E+02   4.6589E-05   1.8120E+02  -1.1981E+00   4.8356E+00   2.7064E+01
 1.9581E-04  -1.7185E-03  -1.7316E-03   2.6381E+03  -6.9915E+00   3.9877E+01   4.0485E+01   2.6228E+02   5.5003E-05   1.8827E+02  -1.1578E+00   5.6841E+00   2.8624E+01
 1.3222E-04  -1.3673E-03  -1.3746E-03   2.4061E+03  -6.3636E+00   4.4021E+01   4.4479E+01   2.6228E+02   6.3407E-05   1.9466E+02  -1.0686E+00   6.5208E+00   3.0039E+01
 8.3823E-05  -1.0340E-03  -1.0378E-03   2.1580E+03  -5.5277E+00   4.7967E+01   4.8284E+01   2.6228E+02   7.2020E-05   2.0070E+02  -9.3541E-01   7.3534E+00   3.1317E+01
 4.8009E-05  -7.1827E-04  -7.2000E-04   1.9064E+03  -4.4910E+00   5.1820E+01   5.2014E+01   2.6229E+02   8.0466E-05   2.0667E+02  -7.5304E-01   8.2036E+00   3.2505E+01
 2.3338E-05  -4.1952E-04  -4.2017E-04   1.6236E+03  -3.2657E+00   5.5595E+01   5.5691E+01   2.6229E+02   8.9080E-05   2.1278E+02  -5.2152E-01   9.0812E+00   3.3596E+01
 7.2023E-06  -1.3712E-04  -1.3731E-04   1.3364E+03  -1.7451E+00   5.9323E+01   5.9349E+01   2.6229E+02   9.7126E-05   2.1911E+02  -2.0433E-01   9.9917E+00   3.4605E+01
 7.2023E-06   1.3712E-04   1.3731E-04   1.0031E+03   6.0396E-02   6.2600E+01   6.2600E+01   2.6230E+02   1.0607E-04   2.2380E+02   2.2041E-01   1.0778E+01   3.5603E+01
 2.3338E-05   4.1952E-04   4.2017E-04   7.7397E+02   2.1017E+00   6.5242E+01   6.5276E+01   2.6230E+02   1.1537E-04   2.2669E+02   6.5359E-01   1.1381E+01   3.6566E+01
 4.8009E-05   7.1827E-04   7.2000E-04   5.4075E+02   4.2516E+00   6.7694E+01   6.7827E+01   2.6231E+02   1.2584E-04   2.2980E+02   1.0989E+00   1.1972E+01   3.7479E+01
 8.3823E-05   1.0340E-03   1.0378E-03   2.8411E+02   6.5827E+00   7.0326E+01   7.0634E+01   2.6231E+02   1.3702E-04   2.3371E+02   1.6085E+00   1.2645E+01   3.8434E+01
 1.3222E-04   1.3673E-03   1.3746E-03  -5.3845E+01   9.1772E+00   7.3229E+01   7.3801E+01   2.6232E+02   1.4953E-04   2.3844E+02   2.2002E+00   1.3426E+01   3.9493E+01
 1.9581E-04   1.7185E-03   1.7316E-03  -4.2140E+02   1.2144E+01   7.6268E+01   7.7229E+01   2.6232E+02   1.6298E-04   2.4387E+02   2.9096E+00   1.4284E+01   4.0633E+01
 2.7807E-04   2.0876E-03   2.1099E-03  -8.3960E+02   1.5507E+01   7.9246E+01   8.0749E+01   2.6233E+02   1.7814E-04   2.4968E+02   3.7576E+00   1.5166E+01   4.1880E+01
 3.8310E-04   2.4744E-03   2.5107E-03  -1.2517E+03   1.9234E+01   8.1953E+01   8.4180E+01   2.6234E+02   1.9498E-04   2.5574E+02   4.7273E+00   1.6021E+01   4.3228E+01
 5.1213E-04   2.8790E-03   2.9355E-03  -1.6720E+03   2.3324E+01   8.4371E+01   8.7535E+01   2.6235E+02   2.1360E-04   2.6235E+02   5.8394E+00   1.6858E+01   4.4712E+01
 6.7061E-04   3.3001E-03   3.3857E-03  -2.1098E+03   2.7692E+01   8.6331E+01   9.0663E+01   2.6236E+02   2.3493E-04   2.6955E+02   7.0905E+00   1.7641E+01   4.6414E+01
 8.6027E-04   3.7376E-03   3.8626E-03  -2.4977E+03   3.2270E+01   8.7778E+01   9.3522E+01   2.6237E+02   2.5823E-04   2.7750E+02   8.4544E+00   1.8369E+01   4.8350E+01
