#        X=           Y=           S=           P=           U=           V=         Vel=           T=         mut=         hcv=          Ax=          Ay=       Yplus=
 3.8285E-01  -5.8610E-02  -3.9956E-01  -2.3276E+02   2.2905E+00   7.2956E-02   2.2917E+00   2.6204E+02   6.7555E-13   4.7023E+03   7.6075E+00   2.4231E-01   1.1492E+00
 3.6535E-01  -5.9117E-02  -3.8206E-01  -2.3577E+02   2.3155E+00   6.0130E-02   2.3163E+00   2.6204E+02   6.9334E-13   4.7023E+03   7.6906E+00   1.9971E-01   1.1554E+00
 3.4836E-01  -5.9507E-02  -3.6506E-01  -2.3728E+02   2.3400E+00   4.6467E-02   2.3405E+00   2.6204E+02   7.1092E-13   4.7023E+03   7.7719E+00   1.5433E-01   1.1614E+00
 3.3187E-01  -5.9783E-02  -3.4858E-01  -2.3728E+02   2.3639E+00   3.1996E-02   2.3641E+00   2.6204E+02   7.2823E-13   4.7023E+03   7.8514E+00   1.0627E-01   1.1673E+00
 3.1590E-01  -5.9947E-02  -3.3260E-01  -2.3561E+02   2.3872E+00   1.6694E-02   2.3872E+00   2.6204E+02   7.4514E-13   4.7023E+03   7.9285E+00   5.5445E-02   1.1729E+00
 3.0044E-01  -6.0004E-02  -3.1715E-01  -2.3220E+02   2.4095E+00   5.9733E-04   2.4095E+00   2.6204E+02   7.6157E-13   4.7023E+03   8.0028E+00   1.9839E-03   1.1784E+00
 2.8551E-01  -5.9957E-02  -3.0221E-01  -2.2721E+02   2.4310E+00  -1.6250E-02   2.4311E+00   2.6204E+02   7.7759E-13   4.7023E+03   8.0743E+00  -5.3970E-02   1.1837E+00
 2.7109E-01  -5.9810E-02  -2.8779E-01  -2.2081E+02   2.4521E+00  -3.3879E-02   2.4523E+00   2.6204E+02   7.9306E-13   4.7023E+03   8.1441E+00  -1.1252E-01   1.1888E+00
 2.5719E-01  -5.9567E-02  -2.7388E-01  -2.1227E+02   2.4723E+00  -5.2510E-02   2.4729E+00   2.6204E+02   8.0772E-13   4.7023E+03   8.2114E+00  -1.7440E-01   1.1938E+00
 2.4380E-01  -5.9232E-02  -2.6049E-01  -2.0149E+02   2.4909E+00  -7.1899E-02   2.4920E+00   2.6204E+02   8.2132E-13   4.7023E+03   8.2732E+00  -2.3880E-01   1.1984E+00
 2.3092E-01  -5.8811E-02  -2.4760E-01  -1.8918E+02   2.5084E+00  -9.1848E-02   2.5100E+00   2.6204E+02   8.3405E-13   4.7023E+03   8.3311E+00  -3.0506E-01   1.2027E+00
 2.1854E-01  -5.8310E-02  -2.3521E-01  -1.7493E+02   2.5250E+00  -1.1267E-01   2.5275E+00   2.6204E+02   8.4578E-13   4.7023E+03   8.3865E+00  -3.7422E-01   1.2069E+00
 2.0666E-01  -5.7731E-02  -2.2332E-01  -1.5842E+02   2.5402E+00  -1.3430E-01   2.5438E+00   2.6204E+02   8.5623E-13   4.7023E+03   8.4369E+00  -4.4605E-01   1.2108E+00
 1.9526E-01  -5.7082E-02  -2.1190E-01  -1.3994E+02   2.5538E+00  -1.5653E-01   2.5586E+00   2.6204E+02   8.6537E-13   4.7023E+03   8.4822E+00  -5.1987E-01   1.2143E+00
 1.8434E-01  -5.6366E-02  -2.0096E-01  -1.1950E+02   2.5662E+00  -1.7946E-01   2.5724E+00   2.6204E+02   8.7322E-13   4.7023E+03   8.5231E+00  -5.9603E-01   1.2176E+00
